Case,Event,Activity,Timestamp
case_10006,63,Activity O,1970/01/01 10:00:00.000
case_10006,64,Activity S,1970/01/01 11:00:00.000
case_10006,65,Activity T,1970/01/01 12:00:00.000
case_10006,66,Activity P,1970/01/01 13:00:00.000
case_10006,67,Activity B,1970/01/01 14:00:00.000
case_10007,68,Activity A,1970/01/01 09:00:00.000
case_10007,69,Activity Z,1970/01/01 10:00:00.000
case_10007,70,Activity AA,1970/01/01 11:00:00.000
case_10007,71,Activity AE,1970/01/01 12:00:00.000
case_10007,72,Activity AB,1970/01/01 13:00:00.000
case_10007,73,Activity B,1970/01/01 14:00:00.000
case_10008,74,Activity A,1970/01/01 09:00:00.000
case_10008,75,Activity Y,1970/01/01 10:00:00.000
case_10008,76,Activity B,1970/01/01 11:00:00.000
case_10009,77,Activity A,1970/01/01 09:00:00.000
case_10009,78,Activity O,1970/01/01 10:00:00.000
case_10009,79,Activity Q,1970/01/01 11:00:00.000
case_10009,80,Activity R,1970/01/01 12:00:00.000
case_10009,81,Activity P,1970/01/01 13:00:00.000
case_10009,82,Activity B,1970/01/01 14:00:00.000
case_1001,83,Activity A,1970/01/01 09:00:00.000
case_1001,84,Activity Y,1970/01/01 10:00:00.000
case_1001,85,Activity B,1970/01/01 11:00:00.000
case_10010,86,Activity A,1970/01/01 09:00:00.000
case_10010,87,Activity O,1970/01/01 10:00:00.000
case_10010,88,Activity U,1970/01/01 11:00:00.000
case_10010,89,Activity W,1970/01/01 12:00:00.000
case_10010,90,Activity V,1970/01/01 13:00:00.000
case_10010,91,Activity P,1970/01/01 14:00:00.000
case_10010,92,Activity B,1970/01/01 15:00:00.000
case_10011,93,Activity A,1970/01/01 09:00:00.000
case_10011,94,Activity C,1970/01/01 10:00:00.000
case_10011,95,Activity H,1970/01/01 11:00:00.000
case_10011,96,Activity D,1970/01/01 12:00:00.000
case_10011,97,Activity I,1970/01/01 13:00:00.000
case_10011,98,Activity K,1970/01/01 14:00:00.000
case_10011,99,Activity J,1970/01/01 15:00:00.000
case_10011,100,Activity B,1970/01/01 16:00:00.000
case_10012,101,Activity A,1970/01/01 09:00:00.000
case_10012,102,Activity C,1970/01/01 10:00:00.000
case_10012,103,Activity F,1970/01/01 11:00:00.000
case_10012,104,Activity D,1970/01/01 12:00:00.000
case_10012,105,Activity I,1970/01/01 13:00:00.000
case_10012,106,Activity N,1970/01/01 14:00:00.000
case_10012,107,Activity J,1970/01/01 15:00:00.000
case_10012,108,Activity B,1970/01/01 16:00:00.000
case_10013,109,Activity A,1970/01/01 09:00:00.000
case_10013,110,Activity Y,1970/01/01 10:00:00.000
case_10013,111,Activity B,1970/01/01 11:00:00.000
case_10014,112,Activity A,1970/01/01 09:00:00.000
case_10014,113,Activity Y,1970/01/01 10:00:00.000
case_10014,114,Activity B,1970/01/01 11:00:00.000
case_10015,115,Activity A,1970/01/01 09:00:00.000
case_10015,116,Activity O,1970/01/01 10:00:00.000
case_10015,117,Activity Q,1970/01/01 11:00:00.000
case_10015,118,Activity R,1970/01/01 12:00:00.000
case_10015,119,Activity P,1970/01/01 13:00:00.000
case_10015,120,Activity B,1970/01/01 14:00:00.000
case_10016,121,Activity A,1970/01/01 09:00:00.000
case_10016,122,Activity Y,1970/01/01 10:00:00.000
case_10016,123,Activity B,1970/01/01 11:00:00.000
case_10017,124,Activity A,1970/01/01 09:00:00.000
case_10017,125,Activity Z,1970/01/01 10:00:00.000
case_10017,126,Activity AA,1970/01/01 11:00:00.000
case_10017,127,Activity AC,1970/01/01 12:00:00.000
case_10017,128,Activity AB,1970/01/01 13:00:00.000
case_10017,129,Activity B,1970/01/01 14:00:00.000
case_10018,130,Activity A,1970/01/01 09:00:00.000
case_10018,131,Activity Y,1970/01/01 10:00:00.000
case_10018,132,Activity B,1970/01/01 11:00:00.000
case_10019,133,Activity A,1970/01/01 09:00:00.000
case_10019,134,Activity Y,1970/01/01 10:00:00.000
case_10019,135,Activity B,1970/01/01 11:00:00.000
case_1002,136,Activity A,1970/01/01 09:00:00.000
case_1002,137,Activity Y,1970/01/01 10:00:00.000
case_1002,138,Activity B,1970/01/01 11:00:00.000
case_10020,139,Activity A,1970/01/01 09:00:00.000
case_10020,140,Activity Z,1970/01/01 10:00:00.000
case_10020,141,Activity AA,1970/01/01 11:00:00.000
case_10020,142,Activity AE,1970/01/01 12:00:00.000
case_10020,143,Activity AB,1970/01/01 13:00:00.000
case_10020,144,Activity B,1970/01/01 14:00:00.000
case_10021,145,Activity A,1970/01/01 09:00:00.000
case_10021,146,Activity C,1970/01/01 10:00:00.000
case_10021,147,Activity H,1970/01/01 11:00:00.000
case_10021,148,Activity D,1970/01/01 12:00:00.000
case_10021,149,Activity I,1970/01/01 13:00:00.000
case_10021,150,Activity K,1970/01/01 14:00:00.000
case_10021,151,Activity J,1970/01/01 15:00:00.000
case_10021,152,Activity B,1970/01/01 16:00:00.000
case_10022,153,Activity A,1970/01/01 09:00:00.000
case_10022,154,Activity O,1970/01/01 10:00:00.000
case_10022,155,Activity S,1970/01/01 11:00:00.000
case_10022,156,Activity T,1970/01/01 12:00:00.000
case_10022,157,Activity P,1970/01/01 13:00:00.000
case_10022,158,Activity B,1970/01/01 14:00:00.000
case_10023,159,Activity A,1970/01/01 09:00:00.000
case_10023,160,Activity Z,1970/01/01 10:00:00.000
case_10023,161,Activity AA,1970/01/01 11:00:00.000
case_10023,162,Activity AC,1970/01/01 12:00:00.000
case_10023,163,Activity AB,1970/01/01 13:00:00.000
case_10023,164,Activity B,1970/01/01 14:00:00.000
case_10024,165,Activity A,1970/01/01 09:00:00.000
case_10024,166,Activity Y,1970/01/01 10:00:00.000
case_10024,167,Activity B,1970/01/01 11:00:00.000
case_10025,168,Activity A,1970/01/01 09:00:00.000
case_10025,169,Activity Z,1970/01/01 10:00:00.000
case_10025,170,Activity AA,1970/01/01 11:00:00.000
case_10025,171,Activity AC,1970/01/01 12:00:00.000
case_10025,172,Activity AB,1970/01/01 13:00:00.000
case_10025,173,Activity B,1970/01/01 14:00:00.000
case_10026,174,Activity A,1970/01/01 09:00:00.000
case_10026,175,Activity C,1970/01/01 10:00:00.000
case_10026,176,Activity E,1970/01/01 11:00:00.000
case_10026,177,Activity D,1970/01/01 12:00:00.000
case_10026,178,Activity I,1970/01/01 13:00:00.000
case_10026,179,Activity M,1970/01/01 14:00:00.000
case_10026,180,Activity J,1970/01/01 15:00:00.000
case_10026,181,Activity B,1970/01/01 16:00:00.000
case_10027,182,Activity A,1970/01/01 09:00:00.000
case_10027,183,Activity Z,1970/01/01 10:00:00.000
case_10027,184,Activity AA,1970/01/01 11:00:00.000
case_10027,185,Activity AC,1970/01/01 12:00:00.000
case_10027,186,Activity AB,1970/01/01 13:00:00.000
case_10027,187,Activity B,1970/01/01 14:00:00.000
case_10028,188,Activity A,1970/01/01 09:00:00.000
case_10028,189,Activity O,1970/01/01 10:00:00.000
case_10028,190,Activity Q,1970/01/01 11:00:00.000
case_10028,191,Activity R,1970/01/01 12:00:00.000
case_10028,192,Activity P,1970/01/01 13:00:00.000
case_10028,193,Activity B,1970/01/01 14:00:00.000
case_10029,194,Activity A,1970/01/01 09:00:00.000
case_10029,195,Activity O,1970/01/01 10:00:00.000
case_10029,196,Activity Q,1970/01/01 11:00:00.000
case_10029,197,Activity R,1970/01/01 12:00:00.000
case_10029,198,Activity P,1970/01/01 13:00:00.000
case_10029,199,Activity B,1970/01/01 14:00:00.000
case_1003,200,Activity A,1970/01/01 09:00:00.000
case_1003,201,Activity C,1970/01/01 10:00:00.000
case_1003,202,Activity G,1970/01/01 11:00:00.000
case_1003,203,Activity D,1970/01/01 12:00:00.000
case_1003,204,Activity I,1970/01/01 13:00:00.000
case_1003,205,Activity N,1970/01/01 14:00:00.000
case_1003,206,Activity J,1970/01/01 15:00:00.000
case_1003,207,Activity B,1970/01/01 16:00:00.000
case_10030,208,Activity A,1970/01/01 09:00:00.000
case_10030,209,Activity Z,1970/01/01 10:00:00.000
case_10030,210,Activity AA,1970/01/01 11:00:00.000
case_10030,211,Activity AF,1970/01/01 12:00:00.000
case_10030,212,Activity AB,1970/01/01 13:00:00.000
case_10030,213,Activity B,1970/01/01 14:00:00.000
case_10031,214,Activity A,1970/01/01 09:00:00.000
case_10031,215,Activity O,1970/01/01 10:00:00.000
case_10031,216,Activity Q,1970/01/01 11:00:00.000
case_10031,217,Activity R,1970/01/01 12:00:00.000
case_10031,218,Activity P,1970/01/01 13:00:00.000
case_10031,219,Activity B,1970/01/01 14:00:00.000
case_10032,220,Activity A,1970/01/01 09:00:00.000
case_10032,221,Activity O,1970/01/01 10:00:00.000
case_10032,222,Activity S,1970/01/01 11:00:00.000
case_10032,223,Activity T,1970/01/01 12:00:00.000
case_10032,224,Activity P,1970/01/01 13:00:00.000
case_10032,225,Activity B,1970/01/01 14:00:00.000
case_10033,226,Activity A,1970/01/01 09:00:00.000
case_10033,227,Activity O,1970/01/01 10:00:00.000
case_10033,228,Activity S,1970/01/01 11:00:00.000
case_10033,229,Activity T,1970/01/01 12:00:00.000
case_10033,230,Activity P,1970/01/01 13:00:00.000
case_10033,231,Activity B,1970/01/01 14:00:00.000
case_10034,232,Activity A,1970/01/01 09:00:00.000
case_10034,233,Activity Y,1970/01/01 10:00:00.000
case_10034,234,Activity B,1970/01/01 11:00:00.000
case_10035,235,Activity A,1970/01/01 09:00:00.000
case_10035,236,Activity Z,1970/01/01 10:00:00.000
case_10035,237,Activity AA,1970/01/01 11:00:00.000
case_10035,238,Activity AD,1970/01/01 12:00:00.000
case_10035,239,Activity AB,1970/01/01 13:00:00.000
case_10035,240,Activity B,1970/01/01 14:00:00.000
case_10036,241,Activity A,1970/01/01 09:00:00.000
case_10036,242,Activity O,1970/01/01 10:00:00.000
case_10036,243,Activity Q,1970/01/01 11:00:00.000
case_10036,244,Activity R,1970/01/01 12:00:00.000
case_10036,245,Activity P,1970/01/01 13:00:00.000
case_10036,246,Activity B,1970/01/01 14:00:00.000
case_10037,247,Activity A,1970/01/01 09:00:00.000
case_10037,248,Activity O,1970/01/01 10:00:00.000
case_10037,249,Activity U,1970/01/01 11:00:00.000
case_10037,250,Activity W,1970/01/01 12:00:00.000
case_10037,251,Activity V,1970/01/01 13:00:00.000
case_10037,252,Activity P,1970/01/01 14:00:00.000
case_10037,253,Activity B,1970/01/01 15:00:00.000
case_10038,254,Activity A,1970/01/01 09:00:00.000
case_10038,255,Activity C,1970/01/01 10:00:00.000
case_10038,256,Activity F,1970/01/01 11:00:00.000
case_10038,257,Activity D,1970/01/01 12:00:00.000
case_10038,258,Activity I,1970/01/01 13:00:00.000
case_10038,259,Activity N,1970/01/01 14:00:00.000
case_10038,260,Activity J,1970/01/01 15:00:00.000
case_10038,261,Activity B,1970/01/01 16:00:00.000
case_10039,262,Activity A,1970/01/01 09:00:00.000
case_10039,263,Activity Z,1970/01/01 10:00:00.000
case_10039,264,Activity AA,1970/01/01 11:00:00.000
case_10039,265,Activity AF,1970/01/01 12:00:00.000
case_10039,266,Activity AB,1970/01/01 13:00:00.000
case_10039,267,Activity B,1970/01/01 14:00:00.000
case_1004,268,Activity A,1970/01/01 09:00:00.000
case_1004,269,Activity C,1970/01/01 10:00:00.000
case_1004,270,Activity H,1970/01/01 11:00:00.000
case_1004,271,Activity D,1970/01/01 12:00:00.000
case_1004,272,Activity I,1970/01/01 13:00:00.000
case_1004,273,Activity N,1970/01/01 14:00:00.000
case_1004,274,Activity J,1970/01/01 15:00:00.000
case_1004,275,Activity B,1970/01/01 16:00:00.000
case_10040,276,Activity A,1970/01/01 09:00:00.000
case_10040,277,Activity Z,1970/01/01 10:00:00.000
case_10040,278,Activity AA,1970/01/01 11:00:00.000
case_10040,279,Activity AC,1970/01/01 12:00:00.000
case_10040,280,Activity AB,1970/01/01 13:00:00.000
case_10040,281,Activity B,1970/01/01 14:00:00.000
case_10041,282,Activity A,1970/01/01 09:00:00.000
case_10041,283,Activity Z,1970/01/01 10:00:00.000
case_10041,284,Activity AA,1970/01/01 11:00:00.000
case_10041,285,Activity AD,1970/01/01 12:00:00.000
case_10041,286,Activity AB,1970/01/01 13:00:00.000
case_10041,287,Activity B,1970/01/01 14:00:00.000
case_10042,288,Activity A,1970/01/01 09:00:00.000
case_10042,289,Activity C,1970/01/01 10:00:00.000
case_10042,290,Activity G,1970/01/01 11:00:00.000
case_10042,291,Activity D,1970/01/01 12:00:00.000
case_10042,292,Activity I,1970/01/01 13:00:00.000
case_10042,293,Activity L,1970/01/01 14:00:00.000
case_10042,294,Activity J,1970/01/01 15:00:00.000
case_10042,295,Activity B,1970/01/01 16:00:00.000
case_10043,296,Activity A,1970/01/01 09:00:00.000
case_10043,297,Activity O,1970/01/01 10:00:00.000
case_10043,298,Activity U,1970/01/01 11:00:00.000
case_10043,299,Activity W,1970/01/01 12:00:00.000
case_10043,300,Activity V,1970/01/01 13:00:00.000
case_10043,301,Activity P,1970/01/01 14:00:00.000
case_10043,302,Activity B,1970/01/01 15:00:00.000
case_10044,303,Activity A,1970/01/01 09:00:00.000
case_10044,304,Activity C,1970/01/01 10:00:00.000
case_10044,305,Activity H,1970/01/01 11:00:00.000
case_10044,306,Activity D,1970/01/01 12:00:00.000
case_10044,307,Activity I,1970/01/01 13:00:00.000
case_10044,308,Activity N,1970/01/01 14:00:00.000
case_10044,309,Activity J,1970/01/01 15:00:00.000
case_10044,310,Activity B,1970/01/01 16:00:00.000
case_10045,311,Activity A,1970/01/01 09:00:00.000
case_10045,312,Activity Y,1970/01/01 10:00:00.000
case_10045,313,Activity B,1970/01/01 11:00:00.000
case_10046,314,Activity A,1970/01/01 09:00:00.000
case_10046,315,Activity Y,1970/01/01 10:00:00.000
case_10046,316,Activity B,1970/01/01 11:00:00.000
case_10047,317,Activity A,1970/01/01 09:00:00.000
case_10047,318,Activity O,1970/01/01 10:00:00.000
case_10047,319,Activity U,1970/01/01 11:00:00.000
case_10047,320,Activity X,1970/01/01 12:00:00.000
case_10047,321,Activity V,1970/01/01 13:00:00.000
case_10047,322,Activity P,1970/01/01 14:00:00.000
case_10047,323,Activity B,1970/01/01 15:00:00.000
case_10048,324,Activity A,1970/01/01 09:00:00.000
case_10048,325,Activity Y,1970/01/01 10:00:00.000
case_10048,326,Activity B,1970/01/01 11:00:00.000
case_10049,327,Activity A,1970/01/01 09:00:00.000
case_10049,328,Activity Y,1970/01/01 10:00:00.000
case_10049,329,Activity B,1970/01/01 11:00:00.000
case_1005,330,Activity A,1970/01/01 09:00:00.000
case_1005,331,Activity O,1970/01/01 10:00:00.000
case_1005,332,Activity S,1970/01/01 11:00:00.000
case_1005,333,Activity T,1970/01/01 12:00:00.000
case_1005,334,Activity P,1970/01/01 13:00:00.000
case_1005,335,Activity B,1970/01/01 14:00:00.000
case_10050,336,Activity A,1970/01/01 09:00:00.000
case_10050,337,Activity Z,1970/01/01 10:00:00.000
case_10050,338,Activity AA,1970/01/01 11:00:00.000
case_10050,339,Activity AC,1970/01/01 12:00:00.000
case_10050,340,Activity AB,1970/01/01 13:00:00.000
case_10050,341,Activity B,1970/01/01 14:00:00.000
case_10051,342,Activity A,1970/01/01 09:00:00.000
case_10051,343,Activity Z,1970/01/01 10:00:00.000
case_10051,344,Activity AA,1970/01/01 11:00:00.000
case_10051,345,Activity AD,1970/01/01 12:00:00.000
case_10051,346,Activity AB,1970/01/01 13:00:00.000
case_10051,347,Activity B,1970/01/01 14:00:00.000
case_10052,348,Activity A,1970/01/01 09:00:00.000
case_10052,349,Activity Z,1970/01/01 10:00:00.000
case_10052,350,Activity AA,1970/01/01 11:00:00.000
case_10052,351,Activity AF,1970/01/01 12:00:00.000
case_10052,352,Activity AB,1970/01/01 13:00:00.000
case_10052,353,Activity B,1970/01/01 14:00:00.000
case_10053,354,Activity A,1970/01/01 09:00:00.000
case_10053,355,Activity Y,1970/01/01 10:00:00.000
case_10053,356,Activity B,1970/01/01 11:00:00.000
case_10054,357,Activity A,1970/01/01 09:00:00.000
case_10054,358,Activity Y,1970/01/01 10:00:00.000
case_10054,359,Activity B,1970/01/01 11:00:00.000
case_10055,360,Activity A,1970/01/01 09:00:00.000
case_10055,361,Activity O,1970/01/01 10:00:00.000
case_10055,362,Activity U,1970/01/01 11:00:00.000
case_10055,363,Activity W,1970/01/01 12:00:00.000
case_10055,364,Activity V,1970/01/01 13:00:00.000
case_10055,365,Activity P,1970/01/01 14:00:00.000
case_10055,366,Activity B,1970/01/01 15:00:00.000
case_10056,367,Activity A,1970/01/01 09:00:00.000
case_10056,368,Activity C,1970/01/01 10:00:00.000
case_10056,369,Activity E,1970/01/01 11:00:00.000
case_10056,370,Activity D,1970/01/01 12:00:00.000
case_10056,371,Activity I,1970/01/01 13:00:00.000
case_10056,372,Activity K,1970/01/01 14:00:00.000
case_10056,373,Activity J,1970/01/01 15:00:00.000
case_10056,374,Activity B,1970/01/01 16:00:00.000
case_10057,375,Activity A,1970/01/01 09:00:00.000
case_10057,376,Activity O,1970/01/01 10:00:00.000
case_10057,377,Activity Q,1970/01/01 11:00:00.000
case_10057,378,Activity R,1970/01/01 12:00:00.000
case_10057,379,Activity P,1970/01/01 13:00:00.000
case_10057,380,Activity B,1970/01/01 14:00:00.000
case_10058,381,Activity A,1970/01/01 09:00:00.000
case_10058,382,Activity C,1970/01/01 10:00:00.000
case_10058,383,Activity G,1970/01/01 11:00:00.000
case_10058,384,Activity D,1970/01/01 12:00:00.000
case_10058,385,Activity I,1970/01/01 13:00:00.000
case_10058,386,Activity L,1970/01/01 14:00:00.000
case_10058,387,Activity J,1970/01/01 15:00:00.000
case_10058,388,Activity B,1970/01/01 16:00:00.000
case_10059,389,Activity A,1970/01/01 09:00:00.000
case_10059,390,Activity Z,1970/01/01 10:00:00.000
case_10059,391,Activity AA,1970/01/01 11:00:00.000
case_10059,392,Activity AC,1970/01/01 12:00:00.000
case_10059,393,Activity AB,1970/01/01 13:00:00.000
case_10059,394,Activity B,1970/01/01 14:00:00.000
case_1006,395,Activity A,1970/01/01 09:00:00.000
case_1006,396,Activity Z,1970/01/01 10:00:00.000
case_1006,397,Activity AA,1970/01/01 11:00:00.000
case_1006,398,Activity AE,1970/01/01 12:00:00.000
case_1006,399,Activity AB,1970/01/01 13:00:00.000
case_1006,400,Activity B,1970/01/01 14:00:00.000
case_10060,401,Activity A,1970/01/01 09:00:00.000
case_10060,402,Activity C,1970/01/01 10:00:00.000
case_10060,403,Activity H,1970/01/01 11:00:00.000
case_10060,404,Activity D,1970/01/01 12:00:00.000
case_10060,405,Activity I,1970/01/01 13:00:00.000
case_10060,406,Activity L,1970/01/01 14:00:00.000
case_10060,407,Activity J,1970/01/01 15:00:00.000
case_10060,408,Activity B,1970/01/01 16:00:00.000
case_10061,409,Activity A,1970/01/01 09:00:00.000
case_10061,410,Activity O,1970/01/01 10:00:00.000
case_10061,411,Activity U,1970/01/01 11:00:00.000
case_10061,412,Activity X,1970/01/01 12:00:00.000
case_10061,413,Activity V,1970/01/01 13:00:00.000
case_10061,414,Activity P,1970/01/01 14:00:00.000
case_10061,415,Activity B,1970/01/01 15:00:00.000
case_10062,416,Activity A,1970/01/01 09:00:00.000
case_10062,417,Activity O,1970/01/01 10:00:00.000
case_10062,418,Activity Q,1970/01/01 11:00:00.000
case_10062,419,Activity R,1970/01/01 12:00:00.000
case_10062,420,Activity P,1970/01/01 13:00:00.000
case_10062,421,Activity B,1970/01/01 14:00:00.000
case_10063,422,Activity A,1970/01/01 09:00:00.000
case_10063,423,Activity O,1970/01/01 10:00:00.000
case_10063,424,Activity S,1970/01/01 11:00:00.000
case_10063,425,Activity T,1970/01/01 12:00:00.000
case_10063,426,Activity P,1970/01/01 13:00:00.000
case_10063,427,Activity B,1970/01/01 14:00:00.000
case_10064,428,Activity A,1970/01/01 09:00:00.000
case_10064,429,Activity O,1970/01/01 10:00:00.000
case_10064,430,Activity Q,1970/01/01 11:00:00.000
case_10064,431,Activity R,1970/01/01 12:00:00.000
case_10064,432,Activity P,1970/01/01 13:00:00.000
case_10064,433,Activity B,1970/01/01 14:00:00.000
case_10065,434,Activity A,1970/01/01 09:00:00.000
case_10065,435,Activity Z,1970/01/01 10:00:00.000
case_10065,436,Activity AA,1970/01/01 11:00:00.000
case_10065,437,Activity AF,1970/01/01 12:00:00.000
case_10065,438,Activity AB,1970/01/01 13:00:00.000
case_10065,439,Activity B,1970/01/01 14:00:00.000
case_10066,440,Activity A,1970/01/01 09:00:00.000
case_10066,441,Activity C,1970/01/01 10:00:00.000
case_10066,442,Activity F,1970/01/01 11:00:00.000
case_10066,443,Activity D,1970/01/01 12:00:00.000
case_10066,444,Activity I,1970/01/01 13:00:00.000
case_10066,445,Activity L,1970/01/01 14:00:00.000
case_10066,446,Activity J,1970/01/01 15:00:00.000
case_10066,447,Activity B,1970/01/01 16:00:00.000
case_10067,448,Activity A,1970/01/01 09:00:00.000
case_10067,449,Activity Y,1970/01/01 10:00:00.000
case_10067,450,Activity B,1970/01/01 11:00:00.000
case_10068,451,Activity A,1970/01/01 09:00:00.000
case_10068,452,Activity Z,1970/01/01 10:00:00.000
case_10068,453,Activity AA,1970/01/01 11:00:00.000
case_10068,454,Activity AD,1970/01/01 12:00:00.000
case_10068,455,Activity AB,1970/01/01 13:00:00.000
case_10068,456,Activity B,1970/01/01 14:00:00.000
case_10069,457,Activity A,1970/01/01 09:00:00.000
case_10069,458,Activity O,1970/01/01 10:00:00.000
case_10069,459,Activity Q,1970/01/01 11:00:00.000
case_10069,460,Activity R,1970/01/01 12:00:00.000
case_10069,461,Activity P,1970/01/01 13:00:00.000
case_10069,462,Activity B,1970/01/01 14:00:00.000
case_1007,463,Activity A,1970/01/01 09:00:00.000
case_1007,464,Activity O,1970/01/01 10:00:00.000
case_1007,465,Activity S,1970/01/01 11:00:00.000
case_1007,466,Activity T,1970/01/01 12:00:00.000
case_1007,467,Activity P,1970/01/01 13:00:00.000
case_1007,468,Activity B,1970/01/01 14:00:00.000
case_10070,469,Activity A,1970/01/01 09:00:00.000
case_10070,470,Activity Y,1970/01/01 10:00:00.000
case_10070,471,Activity B,1970/01/01 11:00:00.000
case_10071,472,Activity A,1970/01/01 09:00:00.000
case_10071,473,Activity Y,1970/01/01 10:00:00.000
case_10071,474,Activity B,1970/01/01 11:00:00.000
case_10072,475,Activity A,1970/01/01 09:00:00.000
case_10072,476,Activity C,1970/01/01 10:00:00.000
case_10072,477,Activity F,1970/01/01 11:00:00.000
case_10072,478,Activity D,1970/01/01 12:00:00.000
case_10072,479,Activity I,1970/01/01 13:00:00.000
case_10072,480,Activity M,1970/01/01 14:00:00.000
case_10072,481,Activity J,1970/01/01 15:00:00.000
case_10072,482,Activity B,1970/01/01 16:00:00.000
case_10073,483,Activity A,1970/01/01 09:00:00.000
case_10073,484,Activity O,1970/01/01 10:00:00.000
case_10073,485,Activity S,1970/01/01 11:00:00.000
case_10073,486,Activity T,1970/01/01 12:00:00.000
case_10073,487,Activity P,1970/01/01 13:00:00.000
case_10073,488,Activity B,1970/01/01 14:00:00.000
case_10074,489,Activity A,1970/01/01 09:00:00.000
case_10074,490,Activity Z,1970/01/01 10:00:00.000
case_10074,491,Activity AA,1970/01/01 11:00:00.000
case_10074,492,Activity AC,1970/01/01 12:00:00.000
case_10074,493,Activity AB,1970/01/01 13:00:00.000
case_10074,494,Activity B,1970/01/01 14:00:00.000
case_10075,495,Activity A,1970/01/01 09:00:00.000
case_10075,496,Activity O,1970/01/01 10:00:00.000
case_10075,497,Activity U,1970/01/01 11:00:00.000
case_10075,498,Activity W,1970/01/01 12:00:00.000
case_10075,499,Activity V,1970/01/01 13:00:00.000
case_10075,500,Activity P,1970/01/01 14:00:00.000
case_10075,501,Activity B,1970/01/01 15:00:00.000
case_10076,502,Activity A,1970/01/01 09:00:00.000
case_10076,503,Activity O,1970/01/01 10:00:00.000
case_10076,504,Activity U,1970/01/01 11:00:00.000
case_10076,505,Activity W,1970/01/01 12:00:00.000
case_10076,506,Activity V,1970/01/01 13:00:00.000
case_10076,507,Activity P,1970/01/01 14:00:00.000
case_10076,508,Activity B,1970/01/01 15:00:00.000
case_10077,509,Activity A,1970/01/01 09:00:00.000
case_10077,510,Activity Z,1970/01/01 10:00:00.000
case_10077,511,Activity AA,1970/01/01 11:00:00.000
case_10077,512,Activity AC,1970/01/01 12:00:00.000
