Case,Event,Activity,Timestamp
case_10014,121,Activity O,1970/01/01 14:00:00.000
case_10014,122,Activity B,1970/01/01 15:00:00.000
case_10015,123,Activity A,1970/01/01 09:00:00.000
case_10015,124,Activity C,1970/01/01 10:00:00.000
case_10015,125,Activity E,1970/01/01 11:00:00.000
case_10015,126,Activity J,1970/01/01 12:00:00.000
case_10015,127,Activity F,1970/01/01 13:00:00.000
case_10015,128,Activity D,1970/01/01 14:00:00.000
case_10015,129,Activity B,1970/01/01 15:00:00.000
case_10016,130,Activity A,1970/01/01 09:00:00.000
case_10016,131,Activity N,1970/01/01 10:00:00.000
case_10016,132,Activity Y,1970/01/01 11:00:00.000
case_10016,133,Activity AC,1970/01/01 12:00:00.000
case_10016,134,Activity Z,1970/01/01 13:00:00.000
case_10016,135,Activity O,1970/01/01 14:00:00.000
case_10016,136,Activity B,1970/01/01 15:00:00.000
case_10017,137,Activity A,1970/01/01 09:00:00.000
case_10017,138,Activity N,1970/01/01 10:00:00.000
case_10017,139,Activity Y,1970/01/01 11:00:00.000
case_10017,140,Activity AD,1970/01/01 12:00:00.000
case_10017,141,Activity Z,1970/01/01 13:00:00.000
case_10017,142,Activity O,1970/01/01 14:00:00.000
case_10017,143,Activity B,1970/01/01 15:00:00.000
case_10018,144,Activity A,1970/01/01 09:00:00.000
case_10018,145,Activity C,1970/01/01 10:00:00.000
case_10018,146,Activity L,1970/01/01 11:00:00.000
case_10018,147,Activity D,1970/01/01 12:00:00.000
case_10018,148,Activity B,1970/01/01 13:00:00.000
case_10019,149,Activity A,1970/01/01 09:00:00.000
case_10019,150,Activity C,1970/01/01 10:00:00.000
case_10019,151,Activity M,1970/01/01 11:00:00.000
case_10019,152,Activity D,1970/01/01 12:00:00.000
case_10019,153,Activity B,1970/01/01 13:00:00.000
case_1002,154,Activity A,1970/01/01 09:00:00.000
case_1002,155,Activity C,1970/01/01 10:00:00.000
case_1002,156,Activity M,1970/01/01 11:00:00.000
case_1002,157,Activity D,1970/01/01 12:00:00.000
case_1002,158,Activity B,1970/01/01 13:00:00.000
case_10020,159,Activity A,1970/01/01 09:00:00.000
case_10020,160,Activity C,1970/01/01 10:00:00.000
case_10020,161,Activity E,1970/01/01 11:00:00.000
case_10020,162,Activity G,1970/01/01 12:00:00.000
case_10020,163,Activity F,1970/01/01 13:00:00.000
case_10020,164,Activity D,1970/01/01 14:00:00.000
case_10020,165,Activity B,1970/01/01 15:00:00.000
case_10021,166,Activity A,1970/01/01 09:00:00.000
case_10021,167,Activity C,1970/01/01 10:00:00.000
case_10021,168,Activity M,1970/01/01 11:00:00.000
case_10021,169,Activity D,1970/01/01 12:00:00.000
case_10021,170,Activity B,1970/01/01 13:00:00.000
case_10022,171,Activity A,1970/01/01 09:00:00.000
case_10022,172,Activity N,1970/01/01 10:00:00.000
case_10022,173,Activity AG,1970/01/01 11:00:00.000
case_10022,174,Activity AH,1970/01/01 12:00:00.000
case_10022,175,Activity O,1970/01/01 13:00:00.000
case_10022,176,Activity B,1970/01/01 14:00:00.000
case_10023,177,Activity A,1970/01/01 09:00:00.000
case_10023,178,Activity N,1970/01/01 10:00:00.000
case_10023,179,Activity AE,1970/01/01 11:00:00.000
case_10023,180,Activity AF,1970/01/01 12:00:00.000
case_10023,181,Activity O,1970/01/01 13:00:00.000
case_10023,182,Activity B,1970/01/01 14:00:00.000
case_10024,183,Activity A,1970/01/01 09:00:00.000
case_10024,184,Activity N,1970/01/01 10:00:00.000
case_10024,185,Activity Y,1970/01/01 11:00:00.000
case_10024,186,Activity AA,1970/01/01 12:00:00.000
case_10024,187,Activity Z,1970/01/01 13:00:00.000
case_10024,188,Activity O,1970/01/01 14:00:00.000
case_10024,189,Activity B,1970/01/01 15:00:00.000
case_10025,190,Activity A,1970/01/01 09:00:00.000
case_10025,191,Activity N,1970/01/01 10:00:00.000
case_10025,192,Activity Y,1970/01/01 11:00:00.000
case_10025,193,Activity AA,1970/01/01 12:00:00.000
case_10025,194,Activity Z,1970/01/01 13:00:00.000
case_10025,195,Activity O,1970/01/01 14:00:00.000
case_10025,196,Activity B,1970/01/01 15:00:00.000
case_10026,197,Activity A,1970/01/01 09:00:00.000
case_10026,198,Activity N,1970/01/01 10:00:00.000
case_10026,199,Activity AE,1970/01/01 11:00:00.000
case_10026,200,Activity AF,1970/01/01 12:00:00.000
case_10026,201,Activity O,1970/01/01 13:00:00.000
case_10026,202,Activity B,1970/01/01 14:00:00.000
case_10027,203,Activity A,1970/01/01 09:00:00.000
case_10027,204,Activity C,1970/01/01 10:00:00.000
case_10027,205,Activity M,1970/01/01 11:00:00.000
case_10027,206,Activity D,1970/01/01 12:00:00.000
case_10027,207,Activity B,1970/01/01 13:00:00.000
case_10028,208,Activity A,1970/01/01 09:00:00.000
case_10028,209,Activity N,1970/01/01 10:00:00.000
case_10028,210,Activity R,1970/01/01 11:00:00.000
case_10028,211,Activity X,1970/01/01 12:00:00.000
case_10028,212,Activity S,1970/01/01 13:00:00.000
case_10028,213,Activity O,1970/01/01 14:00:00.000
case_10028,214,Activity B,1970/01/01 15:00:00.000
case_10029,215,Activity A,1970/01/01 09:00:00.000
case_10029,216,Activity N,1970/01/01 10:00:00.000
case_10029,217,Activity AG,1970/01/01 11:00:00.000
case_10029,218,Activity AH,1970/01/01 12:00:00.000
case_10029,219,Activity O,1970/01/01 13:00:00.000
case_10029,220,Activity B,1970/01/01 14:00:00.000
case_1003,221,Activity A,1970/01/01 09:00:00.000
case_1003,222,Activity N,1970/01/01 10:00:00.000
case_1003,223,Activity P,1970/01/01 11:00:00.000
case_1003,224,Activity Q,1970/01/01 12:00:00.000
case_1003,225,Activity O,1970/01/01 13:00:00.000
case_1003,226,Activity B,1970/01/01 14:00:00.000
case_10030,227,Activity A,1970/01/01 09:00:00.000
case_10030,228,Activity C,1970/01/01 10:00:00.000
case_10030,229,Activity L,1970/01/01 11:00:00.000
case_10030,230,Activity D,1970/01/01 12:00:00.000
case_10030,231,Activity B,1970/01/01 13:00:00.000
case_10031,232,Activity A,1970/01/01 09:00:00.000
case_10031,233,Activity N,1970/01/01 10:00:00.000
case_10031,234,Activity AE,1970/01/01 11:00:00.000
case_10031,235,Activity AF,1970/01/01 12:00:00.000
case_10031,236,Activity O,1970/01/01 13:00:00.000
case_10031,237,Activity B,1970/01/01 14:00:00.000
case_10032,238,Activity A,1970/01/01 09:00:00.000
case_10032,239,Activity N,1970/01/01 10:00:00.000
case_10032,240,Activity R,1970/01/01 11:00:00.000
case_10032,241,Activity X,1970/01/01 12:00:00.000
case_10032,242,Activity S,1970/01/01 13:00:00.000
case_10032,243,Activity O,1970/01/01 14:00:00.000
case_10032,244,Activity B,1970/01/01 15:00:00.000
case_10033,245,Activity A,1970/01/01 09:00:00.000
case_10033,246,Activity N,1970/01/01 10:00:00.000
case_10033,247,Activity AE,1970/01/01 11:00:00.000
case_10033,248,Activity AF,1970/01/01 12:00:00.000
case_10033,249,Activity O,1970/01/01 13:00:00.000
case_10033,250,Activity B,1970/01/01 14:00:00.000
case_10034,251,Activity A,1970/01/01 09:00:00.000
case_10034,252,Activity N,1970/01/01 10:00:00.000
case_10034,253,Activity P,1970/01/01 11:00:00.000
case_10034,254,Activity Q,1970/01/01 12:00:00.000
case_10034,255,Activity O,1970/01/01 13:00:00.000
case_10034,256,Activity B,1970/01/01 14:00:00.000
case_10035,257,Activity A,1970/01/01 09:00:00.000
case_10035,258,Activity N,1970/01/01 10:00:00.000
case_10035,259,Activity R,1970/01/01 11:00:00.000
case_10035,260,Activity X,1970/01/01 12:00:00.000
case_10035,261,Activity S,1970/01/01 13:00:00.000
case_10035,262,Activity O,1970/01/01 14:00:00.000
case_10035,263,Activity B,1970/01/01 15:00:00.000
case_10036,264,Activity A,1970/01/01 09:00:00.000
case_10036,265,Activity C,1970/01/01 10:00:00.000
case_10036,266,Activity L,1970/01/01 11:00:00.000
case_10036,267,Activity D,1970/01/01 12:00:00.000
case_10036,268,Activity B,1970/01/01 13:00:00.000
case_10037,269,Activity A,1970/01/01 09:00:00.000
case_10037,270,Activity N,1970/01/01 10:00:00.000
case_10037,271,Activity P,1970/01/01 11:00:00.000
case_10037,272,Activity Q,1970/01/01 12:00:00.000
case_10037,273,Activity O,1970/01/01 13:00:00.000
case_10037,274,Activity B,1970/01/01 14:00:00.000
case_10038,275,Activity A,1970/01/01 09:00:00.000
case_10038,276,Activity N,1970/01/01 10:00:00.000
case_10038,277,Activity AE,1970/01/01 11:00:00.000
case_10038,278,Activity AF,1970/01/01 12:00:00.000
case_10038,279,Activity O,1970/01/01 13:00:00.000
case_10038,280,Activity B,1970/01/01 14:00:00.000
case_10039,281,Activity A,1970/01/01 09:00:00.000
case_10039,282,Activity C,1970/01/01 10:00:00.000
case_10039,283,Activity K,1970/01/01 11:00:00.000
case_10039,284,Activity D,1970/01/01 12:00:00.000
case_10039,285,Activity B,1970/01/01 13:00:00.000
case_1004,286,Activity A,1970/01/01 09:00:00.000
case_1004,287,Activity C,1970/01/01 10:00:00.000
case_1004,288,Activity K,1970/01/01 11:00:00.000
case_1004,289,Activity D,1970/01/01 12:00:00.000
case_1004,290,Activity B,1970/01/01 13:00:00.000
case_10040,291,Activity A,1970/01/01 09:00:00.000
case_10040,292,Activity C,1970/01/01 10:00:00.000
case_10040,293,Activity M,1970/01/01 11:00:00.000
case_10040,294,Activity D,1970/01/01 12:00:00.000
case_10040,295,Activity B,1970/01/01 13:00:00.000
case_10041,296,Activity A,1970/01/01 09:00:00.000
case_10041,297,Activity C,1970/01/01 10:00:00.000
case_10041,298,Activity M,1970/01/01 11:00:00.000
case_10041,299,Activity D,1970/01/01 12:00:00.000
case_10041,300,Activity B,1970/01/01 13:00:00.000
case_10042,301,Activity A,1970/01/01 09:00:00.000
case_10042,302,Activity N,1970/01/01 10:00:00.000
case_10042,303,Activity Y,1970/01/01 11:00:00.000
case_10042,304,Activity AC,1970/01/01 12:00:00.000
case_10042,305,Activity Z,1970/01/01 13:00:00.000
case_10042,306,Activity O,1970/01/01 14:00:00.000
case_10042,307,Activity B,1970/01/01 15:00:00.000
case_10043,308,Activity A,1970/01/01 09:00:00.000
case_10043,309,Activity C,1970/01/01 10:00:00.000
case_10043,310,Activity E,1970/01/01 11:00:00.000
case_10043,311,Activity I,1970/01/01 12:00:00.000
case_10043,312,Activity F,1970/01/01 13:00:00.000
case_10043,313,Activity D,1970/01/01 14:00:00.000
case_10043,314,Activity B,1970/01/01 15:00:00.000
case_10044,315,Activity A,1970/01/01 09:00:00.000
case_10044,316,Activity C,1970/01/01 10:00:00.000
case_10044,317,Activity M,1970/01/01 11:00:00.000
case_10044,318,Activity D,1970/01/01 12:00:00.000
case_10044,319,Activity B,1970/01/01 13:00:00.000
case_10045,320,Activity A,1970/01/01 09:00:00.000
case_10045,321,Activity C,1970/01/01 10:00:00.000
case_10045,322,Activity E,1970/01/01 11:00:00.000
case_10045,323,Activity I,1970/01/01 12:00:00.000
case_10045,324,Activity F,1970/01/01 13:00:00.000
case_10045,325,Activity D,1970/01/01 14:00:00.000
case_10045,326,Activity B,1970/01/01 15:00:00.000
case_10046,327,Activity A,1970/01/01 09:00:00.000
case_10046,328,Activity C,1970/01/01 10:00:00.000
case_10046,329,Activity K,1970/01/01 11:00:00.000
case_10046,330,Activity D,1970/01/01 12:00:00.000
case_10046,331,Activity B,1970/01/01 13:00:00.000
case_10047,332,Activity A,1970/01/01 09:00:00.000
case_10047,333,Activity C,1970/01/01 10:00:00.000
case_10047,334,Activity K,1970/01/01 11:00:00.000
case_10047,335,Activity D,1970/01/01 12:00:00.000
case_10047,336,Activity B,1970/01/01 13:00:00.000
case_10048,337,Activity A,1970/01/01 09:00:00.000
case_10048,338,Activity C,1970/01/01 10:00:00.000
case_10048,339,Activity E,1970/01/01 11:00:00.000
case_10048,340,Activity G,1970/01/01 12:00:00.000
case_10048,341,Activity F,1970/01/01 13:00:00.000
case_10048,342,Activity D,1970/01/01 14:00:00.000
case_10048,343,Activity B,1970/01/01 15:00:00.000
case_10049,344,Activity A,1970/01/01 09:00:00.000
case_10049,345,Activity N,1970/01/01 10:00:00.000
case_10049,346,Activity Y,1970/01/01 11:00:00.000
case_10049,347,Activity AA,1970/01/01 12:00:00.000
case_10049,348,Activity Z,1970/01/01 13:00:00.000
case_10049,349,Activity O,1970/01/01 14:00:00.000
case_10049,350,Activity B,1970/01/01 15:00:00.000
case_1005,351,Activity A,1970/01/01 09:00:00.000
case_1005,352,Activity C,1970/01/01 10:00:00.000
case_1005,353,Activity M,1970/01/01 11:00:00.000
case_1005,354,Activity D,1970/01/01 12:00:00.000
case_1005,355,Activity B,1970/01/01 13:00:00.000
case_10050,356,Activity A,1970/01/01 09:00:00.000
case_10050,357,Activity N,1970/01/01 10:00:00.000
case_10050,358,Activity R,1970/01/01 11:00:00.000
case_10050,359,Activity T,1970/01/01 12:00:00.000
case_10050,360,Activity S,1970/01/01 13:00:00.000
case_10050,361,Activity O,1970/01/01 14:00:00.000
case_10050,362,Activity B,1970/01/01 15:00:00.000
case_10051,363,Activity A,1970/01/01 09:00:00.000
case_10051,364,Activity C,1970/01/01 10:00:00.000
case_10051,365,Activity M,1970/01/01 11:00:00.000
case_10051,366,Activity D,1970/01/01 12:00:00.000
case_10051,367,Activity B,1970/01/01 13:00:00.000
case_10052,368,Activity A,1970/01/01 09:00:00.000
case_10052,369,Activity C,1970/01/01 10:00:00.000
case_10052,370,Activity K,1970/01/01 11:00:00.000
case_10052,371,Activity D,1970/01/01 12:00:00.000
case_10052,372,Activity B,1970/01/01 13:00:00.000
case_10053,373,Activity A,1970/01/01 09:00:00.000
case_10053,374,Activity C,1970/01/01 10:00:00.000
case_10053,375,Activity E,1970/01/01 11:00:00.000
case_10053,376,Activity I,1970/01/01 12:00:00.000
case_10053,377,Activity F,1970/01/01 13:00:00.000
case_10053,378,Activity D,1970/01/01 14:00:00.000
case_10053,379,Activity B,1970/01/01 15:00:00.000
case_10054,380,Activity A,1970/01/01 09:00:00.000
case_10054,381,Activity N,1970/01/01 10:00:00.000
case_10054,382,Activity R,1970/01/01 11:00:00.000
case_10054,383,Activity V,1970/01/01 12:00:00.000
case_10054,384,Activity S,1970/01/01 13:00:00.000
case_10054,385,Activity O,1970/01/01 14:00:00.000
case_10054,386,Activity B,1970/01/01 15:00:00.000
case_10055,387,Activity A,1970/01/01 09:00:00.000
case_10055,388,Activity N,1970/01/01 10:00:00.000
case_10055,389,Activity AE,1970/01/01 11:00:00.000
case_10055,390,Activity AF,1970/01/01 12:00:00.000
case_10055,391,Activity O,1970/01/01 13:00:00.000
case_10055,392,Activity B,1970/01/01 14:00:00.000
case_10056,393,Activity A,1970/01/01 09:00:00.000
case_10056,394,Activity C,1970/01/01 10:00:00.000
case_10056,395,Activity E,1970/01/01 11:00:00.000
case_10056,396,Activity G,1970/01/01 12:00:00.000
case_10056,397,Activity F,1970/01/01 13:00:00.000
case_10056,398,Activity D,1970/01/01 14:00:00.000
case_10056,399,Activity B,1970/01/01 15:00:00.000
case_10057,400,Activity A,1970/01/01 09:00:00.000
case_10057,401,Activity C,1970/01/01 10:00:00.000
case_10057,402,Activity E,1970/01/01 11:00:00.000
case_10057,403,Activity G,1970/01/01 12:00:00.000
case_10057,404,Activity F,1970/01/01 13:00:00.000
case_10057,405,Activity D,1970/01/01 14:00:00.000
case_10057,406,Activity B,1970/01/01 15:00:00.000
case_10058,407,Activity A,1970/01/01 09:00:00.000
case_10058,408,Activity C,1970/01/01 10:00:00.000
case_10058,409,Activity E,1970/01/01 11:00:00.000
case_10058,410,Activity J,1970/01/01 12:00:00.000
case_10058,411,Activity F,1970/01/01 13:00:00.000
case_10058,412,Activity D,1970/01/01 14:00:00.000
case_10058,413,Activity B,1970/01/01 15:00:00.000
case_10059,414,Activity A,1970/01/01 09:00:00.000
case_10059,415,Activity C,1970/01/01 10:00:00.000
case_10059,416,Activity E,1970/01/01 11:00:00.000
case_10059,417,Activity J,1970/01/01 12:00:00.000
case_10059,418,Activity F,1970/01/01 13:00:00.000
case_10059,419,Activity D,1970/01/01 14:00:00.000
case_10059,420,Activity B,1970/01/01 15:00:00.000
case_1006,421,Activity A,1970/01/01 09:00:00.000
case_1006,422,Activity C,1970/01/01 10:00:00.000
case_1006,423,Activity E,1970/01/01 11:00:00.000
case_1006,424,Activity I,1970/01/01 12:00:00.000
case_1006,425,Activity F,1970/01/01 13:00:00.000
case_1006,426,Activity D,1970/01/01 14:00:00.000
case_1006,427,Activity B,1970/01/01 15:00:00.000
case_10060,428,Activity A,1970/01/01 09:00:00.000
case_10060,429,Activity C,1970/01/01 10:00:00.000
case_10060,430,Activity M,1970/01/01 11:00:00.000
case_10060,431,Activity D,1970/01/01 12:00:00.000
case_10060,432,Activity B,1970/01/01 13:00:00.000
case_10061,433,Activity A,1970/01/01 09:00:00.000
case_10061,434,Activity C,1970/01/01 10:00:00.000
case_10061,435,Activity E,1970/01/01 11:00:00.000
case_10061,436,Activity J,1970/01/01 12:00:00.000
case_10061,437,Activity F,1970/01/01 13:00:00.000
case_10061,438,Activity D,1970/01/01 14:00:00.000
case_10061,439,Activity B,1970/01/01 15:00:00.000
case_10062,440,Activity A,1970/01/01 09:00:00.000
case_10062,441,Activity N,1970/01/01 10:00:00.000
case_10062,442,Activity AG,1970/01/01 11:00:00.000
case_10062,443,Activity AH,1970/01/01 12:00:00.000
case_10062,444,Activity O,1970/01/01 13:00:00.000
case_10062,445,Activity B,1970/01/01 14:00:00.000
case_10063,446,Activity A,1970/01/01 09:00:00.000
case_10063,447,Activity N,1970/01/01 10:00:00.000
case_10063,448,Activity R,1970/01/01 11:00:00.000
case_10063,449,Activity V,1970/01/01 12:00:00.000
case_10063,450,Activity S,1970/01/01 13:00:00.000
case_10063,451,Activity O,1970/01/01 14:00:00.000
case_10063,452,Activity B,1970/01/01 15:00:00.000
case_10064,453,Activity A,1970/01/01 09:00:00.000
case_10064,454,Activity C,1970/01/01 10:00:00.000
case_10064,455,Activity K,1970/01/01 11:00:00.000
case_10064,456,Activity D,1970/01/01 12:00:00.000
case_10064,457,Activity B,1970/01/01 13:00:00.000
case_10065,458,Activity A,1970/01/01 09:00:00.000
case_10065,459,Activity N,1970/01/01 10:00:00.000
case_10065,460,Activity AE,1970/01/01 11:00:00.000
case_10065,461,Activity AF,1970/01/01 12:00:00.000
case_10065,462,Activity O,1970/01/01 13:00:00.000
case_10065,463,Activity B,1970/01/01 14:00:00.000
case_10066,464,Activity A,1970/01/01 09:00:00.000
case_10066,465,Activity C,1970/01/01 10:00:00.000
case_10066,466,Activity L,1970/01/01 11:00:00.000
case_10066,467,Activity D,1970/01/01 12:00:00.000
case_10066,468,Activity B,1970/01/01 13:00:00.000
case_10067,469,Activity A,1970/01/01 09:00:00.000
case_10067,470,Activity C,1970/01/01 10:00:00.000
case_10067,471,Activity K,1970/01/01 11:00:00.000
case_10067,472,Activity D,1970/01/01 12:00:00.000
case_10067,473,Activity B,1970/01/01 13:00:00.000
case_10068,474,Activity A,1970/01/01 09:00:00.000
case_10068,475,Activity N,1970/01/01 10:00:00.000
case_10068,476,Activity AG,1970/01/01 11:00:00.000
case_10068,477,Activity AH,1970/01/01 12:00:00.000
case_10068,478,Activity O,1970/01/01 13:00:00.000
case_10068,479,Activity B,1970/01/01 14:00:00.000
case_10069,480,Activity A,1970/01/01 09:00:00.000
case_10069,481,Activity C,1970/01/01 10:00:00.000
case_10069,482,Activity M,1970/01/01 11:00:00.000
case_10069,483,Activity D,1970/01/01 12:00:00.000
case_10069,484,Activity B,1970/01/01 13:00:00.000
case_1007,485,Activity A,1970/01/01 09:00:00.000
case_1007,486,Activity N,1970/01/01 10:00:00.000
case_1007,487,Activity AE,1970/01/01 11:00:00.000
case_1007,488,Activity AF,1970/01/01 12:00:00.000
case_1007,489,Activity O,1970/01/01 13:00:00.000
case_1007,490,Activity B,1970/01/01 14:00:00.000
case_10070,491,Activity A,1970/01/01 09:00:00.000
case_10070,492,Activity N,1970/01/01 10:00:00.000
case_10070,493,Activity Y,1970/01/01 11:00:00.000
case_10070,494,Activity AB,1970/01/01 12:00:00.000
case_10070,495,Activity Z,1970/01/01 13:00:00.000
case_10070,496,Activity O,1970/01/01 14:00:00.000
case_10070,497,Activity B,1970/01/01 15:00:00.000
case_10071,498,Activity A,1970/01/01 09:00:00.000
case_10071,499,Activity C,1970/01/01 10:00:00.000
case_10071,500,Activity L,1970/01/01 11:00:00.000
case_10071,501,Activity D,1970/01/01 12:00:00.000
case_10071,502,Activity B,1970/01/01 13:00:00.000
case_10072,503,Activity A,1970/01/01 09:00:00.000
case_10072,504,Activity C,1970/01/01 10:00:00.000
case_10072,505,Activity L,1970/01/01 11:00:00.000
case_10072,506,Activity D,1970/01/01 12:00:00.000
case_10072,507,Activity B,1970/01/01 13:00:00.000
case_10073,508,Activity A,1970/01/01 09:00:00.000
case_10073,509,Activity C,1970/01/01 10:00:00.000
case_10073,510,Activity M,1970/01/01 11:00:00.000
case_10073,511,Activity D,1970/01/01 12:00:00.000
case_10073,512,Activity B,1970/01/01 13:00:00.000
case_10074,513,Activity A,1970/01/01 09:00:00.000
case_10074,514,Activity N,1970/01/01 10:00:00.000
